page	section	subsection	title	inscription	comments	
153	兵器铭文	鐖	汉延熹弩机（补）	延熹五年八月口二日作，丁未诏书，六石璣，郭工欠、掾史韩忠、掾张汜、丞赵 和、令五尝、大仆监掾郭登监作。史。百五十四。	整理者案：据《筠清馆金石》卷五补。《历代著录吉金目》页1〇5〇下栏录本篇， “工欠”作“工文”。《场清馆金石》曰：“延喜，后汉桓帝年号。‘八月’下一字不可 识，疑是‘朔’字之别体。纪日而上加‘朔’，汉唐碑文中往往见之。朔，始也，初 也。‘朔二日，犹今云‘初二日，也。”又东汉桓帝延熹五年为162年。	
154	兵器铭文	鐖	建安元年鐖	建安元年八月六日，书言府作六石鐖郭，工口口，令穆、守丞木、掾寿、史广主。 (《汉金》卷六）	整理者案：《历代著录吉金目》页1044下栏录本篇，但题“弩”字。王卉《汉代 铜器铭文汇总》未录此篇。又建安为东汉献帝年号（建安元年为196年），此为东 汉物。	
154	兵器铭文	鐖	建安廿二年鐖	建安廿二年四月十三日所市，八千五百，师口福。（《汉金》卷六）	整理者案：篇题，《积古斋钟鼎弈器款识》卷十、《山左金石志》卷二、《从古堂 款识学》卷四、《金索》卷二、《历代著录吉金目》页1042下栏俱作“建安弩机”。铭 文“廿二”，《金索》误作“廿三”，其所附拓片作“廿二”不误。铭文“市”，《山左金 石志》误作“吏”。铭文“八”，《山左金石志》所无。铭文“师口福”，五书皆作“师 稽福”。《两汉金石记》卷四曰：“建安廿二年，为汉献帝丁酉岁。八千五百者，其 次第之数也。稽福，盖工师姓名。”《积古斋》曰：“建安廿二年，东汉献帝即位之二 十九年。吴侃叔云：‘师者，工师也。’《梦溪笔谈》云：郓州发地得铜弩机，其侧有 刻文‘臂师虞士耳师张柔’，莫晓其何谓。案《逸雅》：‘弩，怒也。有势怒也。其柄 曰臂，似人臂也。钩弦者曰牙，似齿牙也。外曰郭，为牙之规。郭下曰悬刀。合名 之曰机。’又《汉书言府弩机铭》云‘郭工锻贤’，是则造臂者曰臂师，造牙者曰牙 师，犹之造郭者曰郭工也。‘牙’隶作‘耳’，故误读为‘耳师’。然则此曰‘师稽 福’，与‘臂师虞上’、‘牙师张柔’、‘郭工锻贤’同也。”又曰：“钱晦之云：‘稽姓，未 审所出。《汉书.货殖传》有稽发，《广韵》云：《吕氏春秋》有秦贤者稽黄。此铭可 加证矣。’市字，或以为‘第’字，或以为‘制’之半文。”又东汉献帝建安廿二年为 217 年。	
154	兵器铭文	鐖	师稽福弩机（补）	建安廿二年四月十三日市造，第五百八十,师稽福，郭工常。	整理者案：据《历代著录吉金目》页1043上栏补。器物时代同上。王卉《汉代 铜器铭文汇总》录本篇，“郭”属上读，未妥。又东汉献帝建安廿二年为217年，此 器为东汉物。，	
154	兵器铭文	鐖	师榷福弩机（补）	建安廿二年四月十三日所市，八千一百，师搐福。	整理者案：据《历代著录吉金目》页1042下栏补。又东汉献帝建安廿二年为217年，器物时代为东汉。	
155	兵器铭文	鐖	督隗润弩机（补）	建兴七年二月二十日，督隗润造。十刍。左。	整理者案：据《历代著录吉金目》页1042上栏补。建兴为蜀汉后主刘禅年号 (建兴七年为229年），姑附于此。	
155	兵器铭文	鐖	中尚方弩机（补）	口口中尚方监作。（又郭旁字细不辨）	整理者案：据《历代著录吉金目》页1050下栏补。	
155	兵器铭文	鐖	薛鐖	薛。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页1037上栏题作“薛 弩机”。	
155	兵器铭文	鐖	薛弩机（补）	薛。（在右侧）王卅九。（在左侧）薛。（在郭底）	整理者案:据《金索》卷二补。	
155	兵器铭文	鐖	口兴弩鐖（补）	口兴。	整理者案：据《历代著录吉金目》页1037上栏补。	
155	兵器铭文	鐖	宛仁纖	宛仁。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。篇题，《积古斋钟鼎弈器款识》卷十、《金 索》卷二、《历代著录吉金目》页1037下栏“仁”下皆有“弩”字。《积古斋》曰：“案 《古史考》：‘黄帝作弩。’《礼‘缁衣》引《书-大甲》云：‘若虞机张。’郑注：‘机，弩 牙也。’《周礼》：‘司弓矢，掌四弩。凡弩夹庾利攻守，唐大利车战、野战。’《说文》 云：‘弩，弓有臂者，主发谓之机。’则弩机之由来旧矣。谓于越与吴雠敌而为之，非 也。《春秋传》有宛射犬、宛春,此宛仁殆造弩者名氏与？”	
155	兵器铭文	鐖	宛仁弩鐖（补）	宛仁。第一。	整理者案：据《历代著录吉金目》页1038下栏补。王卉《汉代钢器铭文汇总》 本篇自《小校》卷14？9录文，铭文同。	
155	兵器铭文	鐖	王吉弩鐖(补）	王吉。	整理者案：据《从古堂款识学》卷四补。原注：“《汉书，王吉传》：‘补若卢右 丞。，……是机有‘王吉’字，盖补若卢右丞时所造。”	
156	兵器铭文	鐖	何氏鐖	何氏。（《汉金》卷六）	整理者案:《历代著录吉金目》页1037下栏篇题“氏”下有‘‘弩”字。	
156	兵器铭文	鐖	屯官鐖（一、二）	屯官。（《汉金》卷六）	整理者案：《金文续编》录同题铭文一篇，文同。《历代著录吉金目》页丨037下 栏篇题作“屯官弩机”。又王卉《汉代铜器铭文汇总》未录此篇。	
156	兵器铭文	鐖	屯官弩鐖(补）	屯官。四百五十四。	整理者案：据《贞松堂集古遗文》卷十六补。	
156	兵器铭文	鐖	左澂鐖	左澂。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页1038上栏篇题但作 一“弩”字。	
156	兵器铭文	鐖	韩鐖	韩。一十九。（《汉金》卷六）	整理者案：王卉《汉代铜器铭文汇总》本篇自《小校》卷14？9录文，“韩”在 “九”下。	
156	兵器铭文	鐖	读口口口弩机（补）	读口口口。	整理者案：据《历代著录吉金目》页1039下栏补。	
156	兵器铭文	鐖	馆陶郭小鐖	馆陶郭小。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》未录此篇。	
156	兵器铭文	鐖	李游鐖	河东李游。（《汉金》卷六）	整理者案：王卉《汉代铜器铭文汇总》未录此篇。	
156	兵器铭文	鐖	河东李从弩鐖(补）	河东李从。	整理者案：据《历代著录吉金目》页1039上栏补。	
157	兵器铭文	鐖	冯久鐖	河东冯久。，（《汉金》卷六）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页1039上栏题作“河 东冯久弩机”。又王卉《汉代铜器铭支汇总》未录本篇。	
157	兵器铭文	鐖	大仆鐖	大仆。京兆官弩。（《汉金》卷六）	整理者案：篇题，《秦汉金文汇编》上编作“京兆官弩鐵”，《贞松堂集古遗文》 卷十六作“京兆弩錢”。又王弄《汉代铜器铭文汇总》本篇自《小校》卷14^10录 文，“大仆”在“努”下；《贞松堂集古遗文》无“大仆”二字。	
157	兵器铭文	鐖	京兆官弩鐖（补）	京兆官弩。	整理者案：据《金文续编》补。又见《历代著录吉金目》页1038下栏。	
157	兵器铭文	鐖	曹悦鐖(补）	中郎将曹悦，赤黑间，卷鞦臂^（《小校》卷14？1〇	整理者案：据王卉《汉代铜器铭文汇总》补。原无篇题，此据铭文拟题。	
157	兵器铭文	鐖	右中郎将弩机（补）	右中郎将曹悦，赤黑间，卷轉臂。	整理者案：据《积古斋钟鼎弈器款识》卷十补。《积古斋》曰：“《续汉书.百官 志》：‘右中郎将，比二千石。’曹悦，史无考。轉读为郭。牙外曰郭。臂，弩之柄。 卷者，束也。赤黑间，当是弩名。古弩有名黄间者，见《汉书，李广传》注。又有名 紫间者，见陆机《七导》云‘操紫间之神机’是也。”	
157	兵器铭文	鐖	孙旅都尉鐖	孙旅都尉解赞。（《汉金》卷六）	整理者案:《从古堂款识学》卷四题作“孙旅都尉弩机”，《历代著录吉金目》页 1〇4〇上栏篇题作“孙旅弩机”。《从古堂款识学》曰：“此孙旅都尉当是属国都尉以 地名者。”	
157	兵器铭文	鐖	圉工孙小鐖	圉工孙小。（《续编》）	整理者案：据《历代著录吉金目》页1039上栏篇题“小”下有“弩”字。	
157	兵器铭文	鐖	乙册四鐖	乙册四。乙五十三。（《汉金》卷六）	整理者案：《历代著录吉金目》页丨040下栏题作“冊四弩机”。	
158	兵器铭文	鐖	左尚方弩机（补）	兒，十四。左尚方，十一。	整理者案：据《积古斋钟鼎彝器款识》卷十补。《积古斋》曰：“兒，造器者名。 据永元镫铭云‘中尚方造’，则汉时已有中左右三尚方矣。十一者，左尚方造器之 次第。十四者，工人所造器之次第也。”《金索》卷二原注：“兒，即倪，亦工师 之姓。”	
158	兵器铭文	鐖	徐扬鐖	北海国平寿射工徐扬弩一张。（《汉金》卷六）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》“工”作“宫”， “努”下有“机”字。《贞松堂集古遗文补遗》卷下“平寿射工”作“千口口口工”。大王弩鐖 大王。（《贞松堂集古遗文续编》卷下）	
158	兵器铭文	鐖	白马+石弩鐖	白马，十石。东郡白马郭任弩，十石。直八千。（《汉金》卷六）	整理者案：本篇又见陈直《两汉经济史料论丛》？丨44，“任弩”下“十石”作“一石	
158	兵器铭文	鐖	甲八十一弩鐖	甲八十一。（《考古》1979, 2 ；64号）		
158	兵器铭文	鐖	口尚方弩鐖	口尚方。（郭面右刻）口六十一。（郭左侧、悬刀后背、牛背上分别刻八《考古 与文物》1997. 1；7081）	整理者案：王卉《汉代铜器铭文汇总》无“郭面右刻”、“郭左侧、悬刀后背、牛 背上分别刻”字样。	
158	兵器铭文	鐖	十四弩鐖	十四。（《考古学报》1983.4^162号)		
158	兵器铭文	鐖	史丁弩鐖	史丁。（《考古学报》1983.4； 160号)		
158	兵器铭文	鐖	史辛弩鐖	史辛。（《考古学报》丨983,4；156号）		
158	兵器铭文	鐖	史癸弩鐖	史癸。（《考古学报》1983.4:154号）		
159	兵器铭文	鐖	甲五弩鐖	甲五。（《考古学报》1983.4； 159号)		
159	兵器铭文	鐖	甲三弩鐖	甲三。（《考古学报》1983.4:157号）		
159	兵器铭文	鐖	六石弩鐖	六石，中尚方监作。（《文物参考资料》1957.8）	整理者案：《贞松堂集古遗文》卷十六、《历代著录吉金目》页1040上栏篇题作 “中尚方弩譏”。	
159	兵器铭文	鐖	仲作弩鐖	口初口年四月……仲作……(《文物参考资料》1957.8）	整理者案：王卉《汉代铜器铭文汇总》未收本篇。	
159	兵器铭文	鐖	河内工官弩鐖（一）	河内工官。五十七丙。下二。（牙〗河内工官。五十七丙。（郭、悬刀、两键） (《汉金》卷六）	整理者案：王卉《汉代铜器铭文汇总》仅录一篇，注云：“此鐡共有十七件。均 有‘河内工官’字样，只是编号不同，因释文重复，在此不^列出全部十七件的 铭文。”	
159	兵器铭文	鐖	河内工官弩鐖（二）	河内工官。第六十七丙。（郭、牙八《汉金》卷六）	整理者案：《历代著录吉金目》页1044上栏录本篇题注：“铭文二十七。”又于 铭文末注:“三段文同。”则本篇录铭文应是“河内工官第六十七丙河内工官第六十 七丙河内工官第六十七丙”。	
159	兵器铭文	鐖	河内工官弩鐖（三）	河内工官。千二百三。（牙、悬刀、两键八《汉金》卷六）		
159	兵器铭文	鐖	河内工官弩鐖（四）	河内工官。七千四百十甲。（悬刀V《汉金》卷六）		
159	兵器铭文	鐖	河内工官弩鐖（五）	河内工官。七百六十八乙。（郭、臂、牙、悬刀、两键“《汉金》卷六）	整理者案：《历代著录吉金目》页1050下栏录本篇，篇题无“弩”字，题注：“铭 文六十。”铭文末注：“六段文同。”	
159	兵器铭文	鐖	河内工官弩鐖（六）	河内工官。六千七百卅六乙。（牙V《汉金》卷六）		
